ID,Section,Status,Pass,Subtopic,Authors,Year,Article Title,Journal,Volume / Issue / Pages,Study Type,Population / Scope,DOI,DOI URL,Full Text URL,PDF Available,Hosting Status,Tags,Suggested Local Filename
12-P1-13,12. Hormones & ADHD,Candidate,Pass 1,Perimenopause / Population Cohort,"Smari, U. J.; Valdimarsdottir, U. A.; Wynchank, D.; de Jong, M.; Aspelund, T.; Hauksdottir, A.; Thordardottir, E. B.; Tomasson, G.; Jakobsdottir, J.; Lu, D.; Nevriana, A.; Larsson, H.; Kooij, S.; Zoega, H.",2025,Perimenopausal symptoms in women with and without ADHD: A population-based cohort study,European Psychiatry,"68(1), e133",Population-based cohort study,"535 women with ADHD and 4,857 without ADHD; perimenopausal psychological, somatic, and urogenital symptoms compared across age groups",10.1192/j.eurpsy.2025.10101,https://doi.org/10.1192/j.eurpsy.2025.10101,https://pmc.ncbi.nlm.nih.gov/articles/PMC12538516/,Yes - open access,REHOST PERMITTED - CC BY 4.0 with attribution,ADHD; Women; Perimenopause; Menopause; Psychological Symptoms; Somatic Symptoms; Population Cohort; Open Access,12_2025_Smari_Perimenopausal-Symptoms-Women-ADHD.pdf
12-P1-14,12. Hormones & ADHD,Candidate,Pass 1,Menopause / ADHD Symptoms / Quality of Life,"Chapman, L.; Gupta, K.; Hunter, M. S.; Dommett, E. J.",2025,Examining the Link Between ADHD Symptoms and Menopausal Experiences,Journal of Attention Disorders,"29(14), 1263-1277",Cross-sectional exploratory study,"656 women ages 45-60, including 245 with an existing ADHD diagnosis; ADHD symptoms, menopause stage, menopausal symptoms, and quality-of-life measures",10.1177/10870547251355006,https://doi.org/10.1177/10870547251355006,https://pmc.ncbi.nlm.nih.gov/articles/PMC12569137/,Yes - open access,REHOST PERMITTED - CC BY 4.0 with attribution,ADHD; Women; Menopause; Perimenopause; Estrogen; Inattention; Hyperactivity; Quality of Life; Open Access,12_2025_Chapman_ADHD-Menopausal-Experiences.pdf
12-P1-15,12. Hormones & ADHD,Candidate,Pass 1,Perimenopause / Menopause / Pharmacological Management,"Wynchank, D.; Kooij, S.",2026,"Pharmacological Management of ADHD in Women Across Perimenopause, Menopause and Post-Menopause",Drugs & Aging,"43(5), 385-395",Narrative clinical review,"Women with ADHD across perimenopause, menopause, and post-menopause; stimulant and non-stimulant management, symptom overlap, and potential role of menopausal hormone therapy",10.1007/s40266-026-01291-z,https://doi.org/10.1007/s40266-026-01291-z,https://pmc.ncbi.nlm.nih.gov/articles/PMC13149623/,Yes - open access,LINK ONLY for a public commercial website - CC BY-NC 4.0,ADHD; Women; Perimenopause; Menopause; Post-Menopause; Pharmacotherapy; Stimulants; Menopausal Hormone Therapy; Review,12_2026_Wynchank_Pharmacological-Management-ADHD-Menopause.pdf
13-P1-01,13. ADHD Comorbidities,Candidate,Pass 1,Broad Comorbidity / Umbrella Review,"Kang, J.; Lee, H.; Kim, S.; Kim, H. J.; Lee, H.; Kwon, R.; Son, Y.; Kim, S.; Woo, H. G.; Kim, M. S.; Koyanagi, A.; Smith, L.; Fond, G.; Boyer, L.; Rahmati, M.; Lopez Sanchez, G. F.; Dragioti, E.; Solmi, M.; Shin, J. I.; Kim, T.; Yon, D. K.; Cortese, S.",2024,Comorbid health conditions in people with attention-deficit/hyperactivity disorders: An umbrella review of systematic reviews and meta-analyses,Asian Journal of Psychiatry,"99, 104135",Umbrella review of systematic reviews and meta-analyses,"22 meta-analyses, 544 primary studies, 76 unique health conditions, and more than 234 million participants across 36 countries",10.1016/j.ajp.2024.104135,https://doi.org/10.1016/j.ajp.2024.104135,https://pubmed.ncbi.nlm.nih.gov/39003821/,Publisher access,LINK ONLY - Elsevier copyright,ADHD; Comorbidity; Umbrella Review; Psychiatric Disorders; Physical Health; Suicide; Sleep; Metabolic; Lifespan,13_2024_Kang_ADHD-Comorbid-Health-Umbrella-Review.pdf
13-P1-02,13. ADHD Comorbidities,Candidate,Pass 1,Adult Psychiatric Comorbidity / Systematic Review,"Choi, W.-S.; Woo, Y. S.; Wang, S.-M.; Lim, H. K.; Bahk, W.-M.",2022,The prevalence of psychiatric comorbidities in adult ADHD compared with non-ADHD populations: A systematic literature review,PLOS ONE,"17(11), e0277175",Systematic literature review,"32 comparative studies of adults with and without ADHD across general, psychiatric, and incarcerated populations",10.1371/journal.pone.0277175,https://doi.org/10.1371/journal.pone.0277175,https://pmc.ncbi.nlm.nih.gov/articles/PMC9635752/,Yes - open access,REHOST PERMITTED - CC BY with attribution,ADHD; Adults; Comorbidity; Substance Use; Mood Disorders; Anxiety; Personality Disorders; Systematic Review; Open Access,13_2022_Choi_Adult-ADHD-Psychiatric-Comorbidity-Review.pdf
13-P1-03,13. ADHD Comorbidities,Candidate,Pass 1,Child and Adolescent Psychiatric Comorbidity / Meta-analysis,"Njardvik, U.; Wergeland, G. J.; Riise, E. N.; Hannesdottir, D. K.; Ost, L.-G.",2025,Psychiatric comorbidity in children and adolescents with ADHD: A systematic review and meta-analysis,Clinical Psychology Review,"118, 102571",Systematic review and meta-analysis,"121 studies involving 39,894 children and adolescents with diagnosed ADHD; 16 psychiatric comorbidities examined",10.1016/j.cpr.2025.102571,https://doi.org/10.1016/j.cpr.2025.102571,https://www.sciencedirect.com/science/article/pii/S0272735825000376,Yes - open access,OPEN ACCESS - verify exact Creative Commons license before local rehosting,ADHD; Children; Adolescents; ODD; Conduct Disorder; Anxiety; Depression; Tic Disorders; Comorbidity; Meta-analysis,13_2025_Njardvik_Youth-ADHD-Psychiatric-Comorbidity-Meta-Analysis.pdf
13-P1-04,13. ADHD Comorbidities,Candidate,Pass 1,Adult Anxiety / Mood / Bipolar / Substance Use / Large-Study Meta-analysis,"Hartman, C. A.; Larsson, H.; Vos, M.; Bellato, A.; Libutzki, B.; Solberg, B. S.; Chen, Q.; Du Rietz, E.; Mostert, J. C.; Kittel-Schneider, S.; Cormand, B.; Ribases, M.; Klungsoyr, K.; Haavik, J.; Dalsgaard, S.; Cortese, S.; Faraone, S. V.; Reif, A.",2023,"Anxiety, mood, and substance use disorders in adult men and women with and without attention-deficit/hyperactivity disorder: A substantive and methodological overview",Neuroscience & Biobehavioral Reviews,"151, 105209",Review and meta-analysis of large population studies,"Large studies with more than 10,000 participants; pooled meta-analytic samples included 550,748 adults with ADHD and 14,546,814 adults without ADHD",10.1016/j.neubiorev.2023.105209,https://doi.org/10.1016/j.neubiorev.2023.105209,https://pubmed.ncbi.nlm.nih.gov/37149075/,Free article / publisher manuscript access,LINK ONLY - Elsevier rights; local redistribution not independently cleared,ADHD; Adults; Anxiety; Major Depression; Bipolar Disorder; Substance Use Disorder; Sex Differences; Meta-analysis,13_2023_Hartman_Adult-ADHD-Comorbidity-Large-Studies.pdf
13-P1-05,13. ADHD Comorbidities,Candidate,Pass 1,Anxiety / Adults / Meta-analysis,"Hoskins, J. I.; Gooch, D.; Gilligan-Lee, K. A.",2026,Symptoms of Anxiety in Adults with ADHD: A Systematic Review and Meta-Analysis of Case-Control Studies,Journal of Attention Disorders,Online ahead of print,Systematic review and meta-analysis of case-control studies,"58 studies, 18,821 adults, and 112 ADHD-versus-control anxiety comparisons",10.1177/10870547261459712,https://doi.org/10.1177/10870547261459712,https://pubmed.ncbi.nlm.nih.gov/42400277/,Publisher access,LINK ONLY - reuse license not independently verified for commercial rehosting,ADHD; Adults; Anxiety; Generalized Anxiety; Anxiety Symptoms; Case-Control; Meta-analysis,13_2026_Hoskins_Adult-ADHD-Anxiety-Meta-Analysis.pdf
13-P1-06,13. ADHD Comorbidities,Candidate,Pass 1,Depression / Children and Adolescents / Meta-analysis,"Wang, S.; Stewart, T. M.; Ozen, I.; Mukherjee, A.; Rhodes, S. M.",2025,Rates of Depression in Children and Adolescents With ADHD: A Systematic Review and Meta-Analysis,Journal of Attention Disorders,"29(11), 924-952",Systematic review and meta-analysis,"24 studies; 6,815 total participants, including 5,047 children and adolescents with ADHD",10.1177/10870547251341597,https://doi.org/10.1177/10870547251341597,https://pmc.ncbi.nlm.nih.gov/articles/PMC12318167/,Yes - open access,REHOST PERMITTED - CC BY 4.0 with attribution,ADHD; Children; Adolescents; Depression; Major Depressive Disorder; Sex Differences; Meta-analysis; Open Access,13_2025_Wang_Depression-Youth-ADHD-Meta-Analysis.pdf
13-P1-07,13. ADHD Comorbidities,Candidate,Pass 1,Bipolar Disorder / Adults / Meta-analysis,"Schiweck, C.; Arteaga-Henriquez, G.; Aichholzer, M.; Thanarajah, S. E.; Vargas-Caceres, S.; Matura, S.; Grimm, O.; Haavik, J.; Kittel-Schneider, S.; Ramos-Quiroga, J. A.; Faraone, S. V.; Reif, A.",2021,Comorbidity of ADHD and adult bipolar disorder: A systematic review and meta-analysis,Neuroscience & Biobehavioral Reviews,"124, 100-123",Systematic review and meta-analysis,"Adult ADHD and bipolar disorder comorbidity literature; prevalence, clinical characteristics, course, and diagnostic considerations",10.1016/j.neubiorev.2021.01.017,https://doi.org/10.1016/j.neubiorev.2021.01.017,https://pubmed.ncbi.nlm.nih.gov/33515607/,Publisher access,LINK ONLY - Elsevier copyright,ADHD; Adults; Bipolar Disorder; Mood Disorder; Differential Diagnosis; Comorbidity; Meta-analysis,13_2021_Schiweck_ADHD-Bipolar-Comorbidity-Meta-Analysis.pdf
13-P1-08,13. ADHD Comorbidities,Candidate,Pass 1,Autism Spectrum Disorder / Youth / Meta-analysis,"Hollingdale, J.; Woodhouse, E.; Young, S.; Fridman, A.; Mandy, W.",2020,Autistic spectrum disorder symptoms in children and adolescents with attention-deficit/hyperactivity disorder: a meta-analytical review,Psychological Medicine,"50(13), 2240-2253",Systematic review and meta-analysis,"22 publications with a total N of 61,985; ASD diagnosis rates and dimensional ASD symptoms in youth with ADHD",10.1017/S0033291719002368,https://doi.org/10.1017/S0033291719002368,https://pubmed.ncbi.nlm.nih.gov/31530292/,Publisher access,LINK ONLY - Cambridge University Press copyright,ADHD; Autism; ASD; Children; Adolescents; Social Communication; Restricted Behaviors; Meta-analysis,13_2020_Hollingdale_ASD-Symptoms-Youth-ADHD-Meta-Analysis.pdf
13-P1-09,13. ADHD Comorbidities,Candidate,Pass 1,Eating Disorders / Meta-analysis,"Nazar, B. P.; Bernardes, C.; Peachey, G.; Sergeant, J.; Mattos, P.; Treasure, J.",2016,The risk of eating disorders comorbid with attention-deficit/hyperactivity disorder: A systematic review and meta-analysis,International Journal of Eating Disorders,"49(12), 1045-1057",Systematic review and meta-analysis,12 studies of eating disorders in ADHD populations and 5 studies of ADHD in eating-disorder populations,10.1002/eat.22643,https://doi.org/10.1002/eat.22643,https://pubmed.ncbi.nlm.nih.gov/27859581/,Publisher access,LINK ONLY - Wiley copyright,ADHD; Eating Disorders; Anorexia Nervosa; Bulimia Nervosa; Binge Eating Disorder; Comorbidity; Meta-analysis,13_2016_Nazar_ADHD-Eating-Disorders-Meta-Analysis.pdf
13-P1-10,13. ADHD Comorbidities,Candidate,Pass 1,Post-Traumatic Stress Disorder / Adults / Systematic Review,"Magdi, H. M.; Abousoliman, A. D.; Lbrahim, A. M.; Elsehrawy, M. G.; El-Gazar, H. E.; Zoromba, M. A.",2025,Attention-deficit/hyperactivity disorder and post-traumatic stress disorder adult comorbidity: a systematic review,Systematic Reviews,"14(1), 41",Systematic review,"21 adult studies selected from 818 records; ADHD-PTSD prevalence, clinical severity, functional impairment, and treatment literature",10.1186/s13643-025-02774-7,https://doi.org/10.1186/s13643-025-02774-7,https://pmc.ncbi.nlm.nih.gov/articles/PMC11829347/,Yes - open access,LINK ONLY for a public commercial website - CC BY-NC-ND 4.0,ADHD; Adults; PTSD; Trauma; Comorbidity; Functional Impairment; Systematic Review,13_2025_Magdi_ADHD-PTSD-Adult-Systematic-Review.pdf
13-P1-11,13. ADHD Comorbidities,Candidate,Pass 1,Personality Disorders / Adults / Meta-analysis,"Adamis, D.; Zhang, T.; Gavin, B.; McNicholas, F.",2026,Prevalence and moderators of personality disorders in adults with ADHD: A meta-analysis,Psychiatry Research,"360, 117085",Systematic review and meta-analysis,"11 studies encompassing 2,120 adults with ADHD across clinical and nonclinical settings",10.1016/j.psychres.2026.117085,https://doi.org/10.1016/j.psychres.2026.117085,https://pubmed.ncbi.nlm.nih.gov/41849922/,Free article / publisher access,OPEN ACCESS - verify exact Creative Commons license before local rehosting,ADHD; Adults; Personality Disorders; Borderline Personality Disorder; Avoidant Personality Disorder; Antisocial Personality Disorder; Meta-analysis,13_2026_Adamis_Personality-Disorders-Adult-ADHD-Meta-Analysis.pdf
13-P1-12,13. ADHD Comorbidities,Candidate,Pass 1,Obsessive-Compulsive Disorder / Lifespan / Systematic Review,"Abramovitch, A.; Dar, R.; Mittelman, A.; Wilhelm, S.",2015,Comorbidity Between Attention Deficit/Hyperactivity Disorder and Obsessive-Compulsive Disorder Across the Lifespan: A Systematic and Critical Review,Harvard Review of Psychiatry,"23(4), 245-262",Systematic and critical review,"48 studies, including 43 youth samples and 14 adult samples, examining ADHD-OCD co-occurrence and methodological issues",10.1097/HRP.0000000000000050,https://doi.org/10.1097/HRP.0000000000000050,https://pmc.ncbi.nlm.nih.gov/articles/PMC4495876/,Yes - open access,LINK ONLY for a public commercial website - CC BY-NC-ND 4.0,ADHD; OCD; Obsessive-Compulsive Disorder; Children; Adults; Lifespan; Comorbidity; Systematic Review,13_2015_Abramovitch_ADHD-OCD-Comorbidity-Review.pdf
13-P1-13,13. ADHD Comorbidities,Candidate,Pass 1,Learning Disabilities / Children / Review,"DuPaul, G. J.; Gormley, M. J.; Laracy, S. D.",2013,Comorbidity of LD and ADHD: implications of DSM-5 for assessment and treatment,Journal of Learning Disabilities,"46(1), 43-51",Peer-reviewed literature review,17 studies published from 2001-2011 examining ADHD and learning-disability comorbidity; mean reported comorbidity rate 45.1%,10.1177/0022219412464351,https://doi.org/10.1177/0022219412464351,https://pubmed.ncbi.nlm.nih.gov/23144063/,Publisher access,LINK ONLY - SAGE copyright,ADHD; Learning Disability; Specific Learning Disorder; Reading; Math; Writing; Children; Academic Functioning,13_2013_DuPaul_Learning-Disability-ADHD-Comorbidity.pdf
13-P1-14,13. ADHD Comorbidities,Candidate,Pass 1,Developmental Coordination Disorder / Systematic Review,"Pranjic, M.; Rahman, N.; Kamenetskiy, A.; Mulligan, K.; Pihl, S.; Arnett, A. B.",2023,A systematic review of behavioral and neurobiological profiles associated with coexisting attention-deficit/hyperactivity disorder and developmental coordination disorder,Neuroscience & Biobehavioral Reviews,"153, 105389",Systematic review,15 behavioral and 10 neuroimaging studies comparing co-occurring ADHD+DCD with ADHD-only and DCD-only groups,10.1016/j.neubiorev.2023.105389,https://doi.org/10.1016/j.neubiorev.2023.105389,https://pmc.ncbi.nlm.nih.gov/articles/PMC12042734/,Yes - PMC author manuscript / free article,LINK ONLY - Elsevier copyright / manuscript redistribution rights not independently cleared,ADHD; Developmental Coordination Disorder; DCD; Dyspraxia; Motor Skills; Neurodevelopmental; Comorbidity; Systematic Review,13_2023_Pranjic_ADHD-DCD-Systematic-Review.pdf
13-P1-15,13. ADHD Comorbidities,Candidate,Pass 1,Adult Population Epidemiology / Broad DSM Comorbidity,"Kessler, R. C.; Adler, L.; Barkley, R.; Biederman, J.; Conners, C. K.; Demler, O.; Faraone, S. V.; Greenhill, L. L.; Howes, M. J.; Secnik, K.; Spencer, T.; Ustun, T. B.; Walters, E. E.; Zaslavsky, A. M.",2006,The prevalence and correlates of adult ADHD in the United States: results from the National Comorbidity Survey Replication,American Journal of Psychiatry,"163(4), 716-723",Nationally representative epidemiologic survey with blinded clinical follow-up,"Probability subsample of 3,199 U.S. adults ages 18-44; broad DSM-IV mood, anxiety, substance, and impulse-control comorbidities assessed",10.1176/ajp.2006.163.4.716,https://doi.org/10.1176/ajp.2006.163.4.716,https://pmc.ncbi.nlm.nih.gov/articles/PMC2859678/,Yes - PMC author manuscript,LINK ONLY - American Psychiatric Association copyright / manuscript redistribution rights not independently cleared,ADHD; Adults; Epidemiology; National Comorbidity Survey; Mood; Anxiety; Substance Use; Impulse-Control Disorders,13_2006_Kessler_Adult-ADHD-NCS-R-Comorbidity.pdf
13-001,13. ADHD Comorbidities,Final,Pass 2,ODD / conduct disorder; anxiety; broad pediatric psychiatric comorbidity,Urdur Njardvik; Gro Janne Wergeland; Eili N. Riise; Dagmar Kr. Hannesdottir; Lars-Göran Öst,2025,Psychiatric comorbidity in children and adolescents with ADHD: A systematic review and meta-analysis,Clinical Psychology Review,118 / Article 102571,Systematic review and meta-analysis,"121 studies; 39,894 children and adolescents with diagnosed ADHD; psychiatric comorbidity prevalence across major internalizing and externalizing disorders.",10.1016/j.cpr.2025.102571,https://doi.org/10.1016/j.cpr.2025.102571,https://www.sciencedirect.com/science/article/pii/S0272735825000376,Yes (open access publisher PDF),LINK ONLY,ADHD; psychiatric comorbidity; children; adolescents; ODD; conduct disorder; anxiety; prevalence; meta-analysis,Njardvik_2025_ADHD_Psychiatric_Comorbidity_Children_Adolescents.pdf
13-002,13. ADHD Comorbidities,Final,Pass 2,"Major depressive disorder; anxiety disorders; bipolar disorder; substance use disorders, adults",Catharina A. Hartman; Henrik Larsson; Melissa Vos; Alessio Bellato; Berit Libutzki; Berit Skretting Solberg; Qi Chen; Ebba Du Rietz; Jeanette C. Mostert; Sarah Kittel-Schneider; Bru Cormand; Marta Ribasés; Kari Klungsøyr; Jan Haavik; Søren Dalsgaard; Samuele Cortese; Stephen V. Faraone; Andreas Reif,2023,"Anxiety, mood, and substance use disorders in adult men and women with and without attention-deficit/hyperactivity disorder: A substantive and methodological overview",Neuroscience & Biobehavioral Reviews,151 / Article 105209,Evidence overview and meta-analysis of large observational studies,"Large studies and meta-analyses focused on adults; pooled ADHD n=550,748 and non-ADHD n=14,546,814; anxiety, major depression, bipolar disorder, and substance use disorders.",10.1016/j.neubiorev.2023.105209,https://doi.org/10.1016/j.neubiorev.2023.105209,https://eprints.soton.ac.uk/482003/,Yes (institutional repository; CC BY-NC-ND),LINK ONLY,ADHD; adults; anxiety; major depression; bipolar disorder; substance use disorder; sex differences; large cohorts; meta-analysis,Hartman_2023_Adult_ADHD_Anxiety_Mood_Substance_Comorbidity.pdf
